permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
NSH251112656,2025-11-22,DEMOLITION,Demolition Project,DEMOLITION at 8628 21st Ave,8628 21st Ave,Nashville,37204,Thomas Enterprises,Volunteer State Contractors,(615) 841-6836,93970,PENDING,35
NSH251112657,2025-11-14,MECHANICAL,Mechanical Project,MECHANICAL at 3052 Dickerson Pike,3052 Dickerson Pike,Nashville,37215,Martinez LLC,N/A,N/A,19960,FINAL,3
NSH251112658,2025-11-08,ALTERATION,Alteration Project,ALTERATION at 590 Lebanon Pike,590 Lebanon Pike,Nashville,37209,Brown Holdings,Nashville Builders LLC,N/A,22645,ISSUED,22
NSH251112659,2025-11-11,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 9658 West End Ave,9658 West End Ave,Nashville,37212,Anderson Group,Nashville Home Improvement,(615) 999-1242,1017687,ISSUED,35
NSH251112660,2025-11-24,PLUMBING,Plumbing Project,PLUMBING at 4268 Broadway,4268 Broadway,Nashville,37205,Smith Development LLC,East Nashville Construction,(615) 908-6347,42068,APPROVED,21
NSH251112661,2025-11-01,PLUMBING,Plumbing Project,PLUMBING at 6456 Hillsboro Pike,6456 Hillsboro Pike,Nashville,37208,Miller Construction,N/A,(615) 200-8745,81901,PENDING,3
NSH251112662,2025-11-12,ELECTRICAL,Electrical Project,ELECTRICAL at 8234 Murfreesboro Pike,8234 Murfreesboro Pike,Nashville,37209,Miller Construction,Volunteer State Contractors,(615) 830-5525,54381,PENDING,35
NSH251112663,2025-11-06,ADDITION,Addition Project,ADDITION at 9266 Nolensville Pike,9266 Nolensville Pike,Nashville,37205,Thomas Enterprises,Tennessee Premier Builders,(615) 585-4579,167706,APPROVED,4
NSH251112664,2025-11-09,PLUMBING,Plumbing Project,PLUMBING at 6575 Charlotte Ave,6575 Charlotte Ave,Nashville,37212,Davis Investments,Cumberland Construction Co,(615) 353-9414,72228,ISSUED,7
NSH251112665,2025-11-22,MECHANICAL,Mechanical Project,MECHANICAL at 9407 Nolensville Pike,9407 Nolensville Pike,Nashville,37203,Williams Ventures,N/A,(615) 231-7326,13731,APPROVED,5
NSH251112666,2025-11-22,REMODEL,Remodel Project,REMODEL at 2158 West End Ave,2158 West End Ave,Nashville,37203,Davis Investments,Volunteer State Contractors,N/A,254197,APPROVED,5
NSH251112667,2025-11-10,COMMERCIAL,Commercial Project,COMMERCIAL at 9244 21st Ave,9244 21st Ave,Nashville,37201,Smith Development LLC,Brentwood Builders Inc,(615) 229-1659,1530110,FINAL,7
NSH251112668,2025-11-13,PLUMBING,Plumbing Project,PLUMBING at 3093 Nolensville Pike,3093 Nolensville Pike,Nashville,37212,Brown Holdings,Franklin Construction,(615) 635-4403,11693,PENDING,33
NSH251012669,2025-10-30,COMMERCIAL,Commercial Project,COMMERCIAL at 5071 Woodland St,5071 Woodland St,Nashville,37211,Williams Ventures,Franklin Construction,N/A,1921069,ISSUED,21
NSH251112670,2025-11-14,DEMOLITION,Demolition Project,DEMOLITION at 7893 Murfreesboro Pike,7893 Murfreesboro Pike,Nashville,37206,Brown Holdings,Music City Construction,(615) 639-3071,22538,APPROVED,5
NSH251112671,2025-11-12,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8489 Church St,8489 Church St,Nashville,37206,Anderson Group,Green Hills Builders,N/A,1337913,PENDING,5
NSH251112672,2025-11-15,COMMERCIAL,Commercial Project,COMMERCIAL at 5383 Church St,5383 Church St,Nashville,37204,Anderson Group,East Nashville Construction,(615) 201-1133,715047,PENDING,19
NSH251112673,2025-11-09,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 8147 Franklin Pike,8147 Franklin Pike,Nashville,37203,Brown Holdings,Brentwood Builders Inc,(615) 472-1906,1182673,PENDING,35
NSH251112674,2025-11-20,DEMOLITION,Demolition Project,DEMOLITION at 4581 Nolensville Pike,4581 Nolensville Pike,Nashville,37204,Anderson Group,Tennessee Premier Builders,(615) 400-9449,44955,FINAL,19
NSH251112675,2025-11-02,PLUMBING,Plumbing Project,PLUMBING at 7656 21st Ave,7656 21st Ave,Nashville,37211,Thomas Enterprises,Nashville Home Improvement,(615) 829-6465,19026,ISSUED,3
NSH251112676,2025-11-09,PLUMBING,Plumbing Project,PLUMBING at 3982 Lebanon Pike,3982 Lebanon Pike,Nashville,37205,Davis Investments,Green Hills Builders,N/A,99444,PENDING,20
NSH251012677,2025-10-29,REMODEL,Remodel Project,REMODEL at 8882 Lebanon Pike,8882 Lebanon Pike,Nashville,37203,Davis Investments,Volunteer State Contractors,(615) 344-6556,318633,FINAL,20
NSH251012678,2025-10-29,ROOFING,Roofing Project,ROOFING at 163 Woodland St,163 Woodland St,Nashville,37215,Wilson Properties,Green Hills Builders,(615) 879-5372,32342,APPROVED,3
NSH251112679,2025-11-17,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 6660 West End Ave,6660 West End Ave,Nashville,37204,Johnson Properties,Brentwood Builders Inc,(615) 436-4808,1877443,FINAL,21
NSH251012680,2025-10-29,COMMERCIAL,Commercial Project,COMMERCIAL at 3338 Dickerson Pike,3338 Dickerson Pike,Nashville,37211,Martinez LLC,N/A,(615) 224-5071,490585,FINAL,33
NSH251012681,2025-10-30,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5442 Charlotte Ave,5442 Charlotte Ave,Nashville,37203,Wilson Properties,Brentwood Builders Inc,(615) 353-7565,1899361,ISSUED,34
NSH251112682,2025-11-22,PLUMBING,Plumbing Project,PLUMBING at 4417 Hillsboro Pike,4417 Hillsboro Pike,Nashville,37206,Wilson Properties,N/A,N/A,79290,ISSUED,21
NSH251112683,2025-11-08,ALTERATION,Alteration Project,ALTERATION at 3864 Charlotte Ave,3864 Charlotte Ave,Nashville,37209,Davis Investments,Nashville Builders LLC,(615) 484-8157,24452,APPROVED,34
NSH251112684,2025-11-10,REPAIR,Repair Project,REPAIR at 5260 Broadway,5260 Broadway,Nashville,37201,Brown Holdings,East Nashville Construction,(615) 550-3276,81911,FINAL,33
NSH251112685,2025-11-11,DEMOLITION,Demolition Project,DEMOLITION at 9431 Hillsboro Pike,9431 Hillsboro Pike,Nashville,37209,Davis Investments,Green Hills Builders,(615) 461-5327,21093,APPROVED,2
NSH251012686,2025-10-29,ALTERATION,Alteration Project,ALTERATION at 2376 Lebanon Pike,2376 Lebanon Pike,Nashville,37212,Anderson Group,Tennessee Premier Builders,(615) 706-8237,18396,APPROVED,19
NSH251112687,2025-11-10,RESIDENTIAL,Residential Project,RESIDENTIAL at 4929 Hillsboro Pike,4929 Hillsboro Pike,Nashville,37208,Williams Ventures,Brentwood Builders Inc,(615) 508-5310,43767,APPROVED,4
NSH251112688,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 2745 Charlotte Ave,2745 Charlotte Ave,Nashville,37206,Davis Investments,Green Hills Builders,(615) 775-1436,40588,FINAL,34
NSH251112689,2025-11-10,PLUMBING,Plumbing Project,PLUMBING at 8003 Broadway,8003 Broadway,Nashville,37205,Smith Development LLC,Tennessee Premier Builders,(615) 440-8072,96672,FINAL,5
NSH251112690,2025-11-15,ELECTRICAL,Electrical Project,ELECTRICAL at 1044 West End Ave,1044 West End Ave,Nashville,37206,Wilson Properties,N/A,(615) 774-7226,23777,APPROVED,19
NSH251112691,2025-11-09,ELECTRICAL,Electrical Project,ELECTRICAL at 8816 Nolensville Pike,8816 Nolensville Pike,Nashville,37209,Thomas Enterprises,Franklin Construction,(615) 747-8246,64728,APPROVED,35
NSH251012692,2025-10-31,ALTERATION,Alteration Project,ALTERATION at 6646 Murfreesboro Pike,6646 Murfreesboro Pike,Nashville,37211,Miller Construction,Nashville Home Improvement,(615) 974-6179,45287,FINAL,1
NSH251112693,2025-11-04,DEMOLITION,Demolition Project,DEMOLITION at 9161 Murfreesboro Pike,9161 Murfreesboro Pike,Nashville,37212,Smith Development LLC,Nashville Builders LLC,(615) 837-5168,21993,APPROVED,19
NSH251012694,2025-10-29,RESIDENTIAL,Residential Project,RESIDENTIAL at 8262 Church St,8262 Church St,Nashville,37215,Johnson Properties,Franklin Construction,N/A,84000,FINAL,7
NSH251012695,2025-10-29,ADDITION,Addition Project,ADDITION at 1823 West End Ave,1823 West End Ave,Nashville,37212,Brown Holdings,Cumberland Construction Co,(615) 312-5804,333296,PENDING,3
NSH251012696,2025-10-31,RESIDENTIAL,Residential Project,RESIDENTIAL at 9523 Broadway,9523 Broadway,Nashville,37215,Davis Investments,Cumberland Construction Co,(615) 303-9744,13487,ISSUED,6
NSH251112697,2025-11-14,NEW CONSTRUCTION,New Construction Project,NEW CONSTRUCTION at 5953 Church St,5953 Church St,Nashville,37205,Williams Ventures,Tennessee Premier Builders,(615) 413-6857,419458,PENDING,22
NSH251112698,2025-11-11,ADDITION,Addition Project,ADDITION at 4155 Dickerson Pike,4155 Dickerson Pike,Nashville,37203,Davis Investments,Nashville Builders LLC,(615) 926-5381,474253,PENDING,20
NSH251112699,2025-11-12,REMODEL,Remodel Project,REMODEL at 3786 Church St,3786 Church St,Nashville,37209,Martinez LLC,Nashville Builders LLC,(615) 546-8102,469210,PENDING,6
NSH251112700,2025-11-20,ROOFING,Roofing Project,ROOFING at 9597 21st Ave,9597 21st Ave,Nashville,37204,Thomas Enterprises,Green Hills Builders,(615) 868-9219,71069,PENDING,19
NSH251112701,2025-11-26,MECHANICAL,Mechanical Project,MECHANICAL at 3525 Woodland St,3525 Woodland St,Nashville,37212,Martinez LLC,East Nashville Construction,(615) 917-3006,6415,ISSUED,6
NSH251112702,2025-11-23,ELECTRICAL,Electrical Project,ELECTRICAL at 3427 Lebanon Pike,3427 Lebanon Pike,Nashville,37204,Williams Ventures,Green Hills Builders,N/A,67752,PENDING,35
NSH251112703,2025-11-23,ADDITION,Addition Project,ADDITION at 9520 Lebanon Pike,9520 Lebanon Pike,Nashville,37215,Thomas Enterprises,Volunteer State Contractors,(615) 853-8980,378535,ISSUED,21
NSH251112704,2025-11-13,DEMOLITION,Demolition Project,DEMOLITION at 1995 Woodland St,1995 Woodland St,Nashville,37204,Davis Investments,East Nashville Construction,N/A,78966,ISSUED,7
NSH251112705,2025-11-24,RESIDENTIAL,Residential Project,RESIDENTIAL at 1542 Woodland St,1542 Woodland St,Nashville,37204,Martinez LLC,East Nashville Construction,(615) 328-5029,30143,ISSUED,5
NSH251112706,2025-11-01,ELECTRICAL,Electrical Project,ELECTRICAL at 4891 Dickerson Pike,4891 Dickerson Pike,Nashville,37208,Brown Holdings,Music City Construction,(615) 618-8769,80350,ISSUED,5
NSH251112707,2025-11-16,COMMERCIAL,Commercial Project,COMMERCIAL at 925 Charlotte Ave,925 Charlotte Ave,Nashville,37201,Smith Development LLC,Brentwood Builders Inc,(615) 755-1236,935898,PENDING,6
NSH251112708,2025-11-13,REMODEL,Remodel Project,REMODEL at 7929 Lebanon Pike,7929 Lebanon Pike,Nashville,37212,Davis Investments,Cumberland Construction Co,N/A,145964,FINAL,3
NSH251012709,2025-10-29,DEMOLITION,Demolition Project,DEMOLITION at 4860 Lebanon Pike,4860 Lebanon Pike,Nashville,37206,Williams Ventures,Brentwood Builders Inc,N/A,77152,ISSUED,19
NSH251112710,2025-11-02,ELECTRICAL,Electrical Project,ELECTRICAL at 5213 Nolensville Pike,5213 Nolensville Pike,Nashville,37208,Smith Development LLC,Franklin Construction,(615) 663-4655,63267,APPROVED,35
NSH251112711,2025-11-07,DEMOLITION,Demolition Project,DEMOLITION at 7674 Nolensville Pike,7674 Nolensville Pike,Nashville,37212,Anderson Group,Brentwood Builders Inc,(615) 975-2624,74464,PENDING,33
NSH251112712,2025-11-08,RESIDENTIAL,Residential Project,RESIDENTIAL at 8794 Franklin Pike,8794 Franklin Pike,Nashville,37205,Thomas Enterprises,Music City Construction,N/A,72908,PENDING,5
NSH251112713,2025-11-26,ROOFING,Roofing Project,ROOFING at 2012 Hillsboro Pike,2012 Hillsboro Pike,Nashville,37205,Davis Investments,Tennessee Premier Builders,(615) 907-3415,35798,APPROVED,21
NSH251112714,2025-11-03,REPAIR,Repair Project,REPAIR at 3716 Broadway,3716 Broadway,Nashville,37206,Smith Development LLC,Nashville Builders LLC,(615) 305-7118,91166,APPROVED,21
NSH251112715,2025-11-08,ROOFING,Roofing Project,ROOFING at 9407 Woodland St,9407 Woodland St,Nashville,37206,Davis Investments,Music City Construction,(615) 872-1575,51980,ISSUED,7
NSH251112716,2025-11-16,ROOFING,Roofing Project,ROOFING at 5403 Lebanon Pike,5403 Lebanon Pike,Nashville,37208,Johnson Properties,N/A,(615) 403-5110,52506,APPROVED,21
NSH251112717,2025-11-23,MECHANICAL,Mechanical Project,MECHANICAL at 8358 Church St,8358 Church St,Nashville,37204,Johnson Properties,N/A,(615) 702-7940,23297,FINAL,5
NSH251112718,2025-11-20,ALTERATION,Alteration Project,ALTERATION at 5295 Nolensville Pike,5295 Nolensville Pike,Nashville,37201,Davis Investments,N/A,(615) 541-8096,88031,FINAL,1
NSH251112719,2025-11-23,ROOFING,Roofing Project,ROOFING at 9482 21st Ave,9482 21st Ave,Nashville,37211,Williams Ventures,Brentwood Builders Inc,(615) 308-5767,55110,ISSUED,4
NSH251112720,2025-11-13,REPAIR,Repair Project,REPAIR at 8578 Nolensville Pike,8578 Nolensville Pike,Nashville,37208,Johnson Properties,Cumberland Construction Co,(615) 583-3785,18078,PENDING,34
NSH251112721,2025-11-10,RESIDENTIAL,Residential Project,RESIDENTIAL at 8583 Lebanon Pike,8583 Lebanon Pike,Nashville,37209,Brown Holdings,Tennessee Premier Builders,N/A,54972,PENDING,21
NSH251112722,2025-11-16,RESIDENTIAL,Residential Project,RESIDENTIAL at 5054 Hillsboro Pike,5054 Hillsboro Pike,Nashville,37211,Miller Construction,Tennessee Premier Builders,N/A,81823,APPROVED,2
NSH251112723,2025-11-12,ADDITION,Addition Project,ADDITION at 5562 Woodland St,5562 Woodland St,Nashville,37209,Thomas Enterprises,East Nashville Construction,(615) 993-8498,416130,PENDING,1
NSH251112724,2025-11-10,ROOFING,Roofing Project,ROOFING at 8221 Woodland St,8221 Woodland St,Nashville,37205,Miller Construction,Nashville Builders LLC,N/A,93431,FINAL,20
NSH251112725,2025-11-16,MECHANICAL,Mechanical Project,MECHANICAL at 2809 Broadway,2809 Broadway,Nashville,37206,Thomas Enterprises,N/A,N/A,34708,PENDING,35
NSH251112726,2025-11-19,MECHANICAL,Mechanical Project,MECHANICAL at 7993 Lebanon Pike,7993 Lebanon Pike,Nashville,37215,Anderson Group,Franklin Construction,(615) 824-1455,91040,APPROVED,33
NSH251112727,2025-11-19,ADDITION,Addition Project,ADDITION at 6726 Hillsboro Pike,6726 Hillsboro Pike,Nashville,37205,Thomas Enterprises,N/A,N/A,270742,PENDING,6
NSH251112728,2025-11-10,COMMERCIAL,Commercial Project,COMMERCIAL at 3579 Hillsboro Pike,3579 Hillsboro Pike,Nashville,37215,Thomas Enterprises,N/A,(615) 874-2485,476074,FINAL,20
NSH251112729,2025-11-03,COMMERCIAL,Commercial Project,COMMERCIAL at 297 Hillsboro Pike,297 Hillsboro Pike,Nashville,37203,Anderson Group,Volunteer State Contractors,(615) 266-8106,1741050,APPROVED,7
NSH251112730,2025-11-03,COMMERCIAL,Commercial Project,COMMERCIAL at 4314 Franklin Pike,4314 Franklin Pike,Nashville,37203,Miller Construction,Nashville Home Improvement,(615) 738-5189,1916412,APPROVED,3
NSH251012731,2025-10-29,MECHANICAL,Mechanical Project,MECHANICAL at 9315 Charlotte Ave,9315 Charlotte Ave,Nashville,37201,Johnson Properties,Brentwood Builders Inc,(615) 798-3518,49905,ISSUED,19
NSH251112732,2025-11-18,ROOFING,Roofing Project,ROOFING at 5803 Charlotte Ave,5803 Charlotte Ave,Nashville,37215,Davis Investments,Music City Construction,(615) 356-4395,29075,APPROVED,33
NSH251112733,2025-11-22,ELECTRICAL,Electrical Project,ELECTRICAL at 4960 Broadway,4960 Broadway,Nashville,37204,Anderson Group,Nashville Builders LLC,N/A,79093,APPROVED,3
NSH251112734,2025-11-14,DEMOLITION,Demolition Project,DEMOLITION at 3435 21st Ave,3435 21st Ave,Nashville,37209,Martinez LLC,Volunteer State Contractors,(615) 557-1862,26245,FINAL,19
NSH251112735,2025-11-07,ROOFING,Roofing Project,ROOFING at 6552 Nolensville Pike,6552 Nolensville Pike,Nashville,37204,Davis Investments,Franklin Construction,N/A,67474,APPROVED,34
NSH251112736,2025-11-19,RESIDENTIAL,Residential Project,RESIDENTIAL at 5127 21st Ave,5127 21st Ave,Nashville,37204,Williams Ventures,N/A,N/A,64688,APPROVED,4
NSH251112737,2025-11-11,ELECTRICAL,Electrical Project,ELECTRICAL at 9624 Dickerson Pike,9624 Dickerson Pike,Nashville,37205,Anderson Group,Nashville Builders LLC,(615) 539-1342,34208,ISSUED,21
NSH251012738,2025-10-29,COMMERCIAL,Commercial Project,COMMERCIAL at 989 West End Ave,989 West End Ave,Nashville,37215,Miller Construction,N/A,N/A,693200,ISSUED,3
NSH251112739,2025-11-28,REPAIR,Repair Project,REPAIR at 3622 West End Ave,3622 West End Ave,Nashville,37215,Williams Ventures,Volunteer State Contractors,(615) 337-6542,83535,FINAL,34
NSH251112740,2025-11-10,DEMOLITION,Demolition Project,DEMOLITION at 1589 Dickerson Pike,1589 Dickerson Pike,Nashville,37201,Johnson Properties,East Nashville Construction,(615) 277-9270,59774,ISSUED,6
NSH251112741,2025-11-23,REMODEL,Remodel Project,REMODEL at 5938 Hillsboro Pike,5938 Hillsboro Pike,Nashville,37203,Williams Ventures,Cumberland Construction Co,N/A,301577,PENDING,20
NSH251112742,2025-11-15,MECHANICAL,Mechanical Project,MECHANICAL at 236 Woodland St,236 Woodland St,Nashville,37209,Thomas Enterprises,Brentwood Builders Inc,(615) 450-8329,89131,APPROVED,4
NSH251112743,2025-11-12,ROOFING,Roofing Project,ROOFING at 4853 Murfreesboro Pike,4853 Murfreesboro Pike,Nashville,37203,Williams Ventures,N/A,(615) 450-3566,88957,PENDING,5
NSH251112744,2025-11-08,ROOFING,Roofing Project,ROOFING at 1060 Dickerson Pike,1060 Dickerson Pike,Nashville,37209,Williams Ventures,Cumberland Construction Co,(615) 446-9237,17588,ISSUED,22
NSH251112745,2025-11-28,COMMERCIAL,Commercial Project,COMMERCIAL at 2992 Broadway,2992 Broadway,Nashville,37208,Smith Development LLC,Green Hills Builders,N/A,1281807,FINAL,1
NSH251112746,2025-11-11,REPAIR,Repair Project,REPAIR at 2391 Woodland St,2391 Woodland St,Nashville,37209,Smith Development LLC,Green Hills Builders,N/A,6591,ISSUED,3
NSH251112747,2025-11-15,RESIDENTIAL,Residential Project,RESIDENTIAL at 3280 21st Ave,3280 21st Ave,Nashville,37205,Martinez LLC,East Nashville Construction,(615) 277-6593,21817,PENDING,19
NSH251112748,2025-11-11,MECHANICAL,Mechanical Project,MECHANICAL at 3741 Charlotte Ave,3741 Charlotte Ave,Nashville,37215,Smith Development LLC,Music City Construction,(615) 762-7304,78896,APPROVED,3
NSH251112749,2025-11-01,ADDITION,Addition Project,ADDITION at 9417 Dickerson Pike,9417 Dickerson Pike,Nashville,37203,Brown Holdings,East Nashville Construction,N/A,315273,APPROVED,3
NSH251112750,2025-11-25,REMODEL,Remodel Project,REMODEL at 5685 Woodland St,5685 Woodland St,Nashville,37203,Wilson Properties,Franklin Construction,(615) 433-7041,454960,PENDING,2
NSH251112751,2025-11-13,ALTERATION,Alteration Project,ALTERATION at 9386 21st Ave,9386 21st Ave,Nashville,37206,Anderson Group,Franklin Construction,(615) 722-9267,80979,APPROVED,5
NSH251012752,2025-10-31,REPAIR,Repair Project,REPAIR at 4938 Hillsboro Pike,4938 Hillsboro Pike,Nashville,37212,Johnson Properties,Green Hills Builders,(615) 769-6639,81446,ISSUED,4
NSH251112753,2025-11-28,REPAIR,Repair Project,REPAIR at 4564 Nolensville Pike,4564 Nolensville Pike,Nashville,37204,Thomas Enterprises,N/A,(615) 320-2089,57352,APPROVED,22
NSH251112754,2025-11-08,DEMOLITION,Demolition Project,DEMOLITION at 3783 Hillsboro Pike,3783 Hillsboro Pike,Nashville,37204,Wilson Properties,Volunteer State Contractors,(615) 876-4226,92434,FINAL,33
NSH251112755,2025-11-05,REMODEL,Remodel Project,REMODEL at 1843 Woodland St,1843 Woodland St,Nashville,37208,Wilson Properties,N/A,(615) 957-8757,391764,ISSUED,3
NSH251112756,2025-11-27,ELECTRICAL,Electrical Project,ELECTRICAL at 2811 Franklin Pike,2811 Franklin Pike,Nashville,37203,Davis Investments,East Nashville Construction,(615) 403-1495,82029,APPROVED,5
NSH251112757,2025-11-04,COMMERCIAL,Commercial Project,COMMERCIAL at 570 Lebanon Pike,570 Lebanon Pike,Nashville,37204,Wilson Properties,Music City Construction,(615) 853-6240,1050534,FINAL,6
NSH251012758,2025-10-30,ADDITION,Addition Project,ADDITION at 1420 Charlotte Ave,1420 Charlotte Ave,Nashville,37205,Smith Development LLC,East Nashville Construction,(615) 242-1838,93269,APPROVED,4
NSH251112759,2025-11-15,PLUMBING,Plumbing Project,PLUMBING at 683 Church St,683 Church St,Nashville,37203,Brown Holdings,N/A,N/A,47488,FINAL,22
NSH251112760,2025-11-07,ELECTRICAL,Electrical Project,ELECTRICAL at 1905 Church St,1905 Church St,Nashville,37208,Thomas Enterprises,Nashville Builders LLC,N/A,9637,APPROVED,6
