permit_number,issue_date,work_type,project_name,description,address,city,zip_code,owner_name,contractor,contractor_phone,estimated_cost,status,council_district
2025-118295 MP,2025-11-11,N/A,New Mobile Home with skirting and decks (2- 4x4),New Mobile Home with skirting and decks (2- 4x4),16 OLMOS DR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-137103 BP,2025-11-11,N/A,Express: remove and replace siding,Express: remove and replace siding,3202 BARNSLEY DR,Austin,N/A,N/A,N/A,5129979613,0,N/A,5
2025-141783 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,10609 LYNNCREST CV,Austin,N/A,N/A,N/A,5122800011,0,N/A,6
2025-139402 EP,2025-11-11,N/A,Express: tub to shower conversion in master bathroom; Replace Exhaust fan in master bathroom,Express: tub to shower conversion in master bathroom; Replace Exhaust fan in master bathroom,12220 DONINGTON DR,Austin,N/A,N/A,N/A,5123768391,0,N/A,1
2025-136070 EP,2025-11-11,N/A,Express - Changing switches and plugs to modern look. Replacing switch toggles. adding can lights. new plumbing fixtures. update walk-in shower. replacing HVAC unit. replacing windows like for like.,Express - Changing switches and plugs to modern look. Replacing switch toggles. adding can lights. new plumbing fixtures. update walk-in shower. replacing HVAC unit. replacing windows like for like.,2501 CROWNSPOINT DR,Austin,N/A,N/A,N/A,5129137997,0,N/A,5
2025-143438 EP,2025-11-11,N/A,Requesting this permit to perform a meter can upgrade and a Main Panel upgrade,Requesting this permit to perform a meter can upgrade and a Main Panel upgrade,8008 TWO COVES DR,Austin,N/A,N/A,N/A,5128039652,0,N/A,10
2025-137943 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12410 ALAMEDA TRACE CIR UNIT 1621,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-137902 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,7000 CONVICT HILL RD UNIT 2201,Austin,N/A,N/A,N/A,5127452555,0,N/A,8
2025-055614 MP,2025-11-11,N/A,Bldg #2: New 2-story dwelling unit 2 Bed/2.5 bath with attached wood deck,Bldg #2: New 2-story dwelling unit 2 Bed/2.5 bath with attached wood deck,3616 PENNSYLVANIA AVE BLDG 2,Austin,N/A,N/A,N/A,5127894151,0,N/A,1
2025-118325 MP,2025-11-11,N/A,Mobile Home install with skirting and decks (2-4x4),Mobile Home install with skirting and decks (2-4x4),32 ESPINOSA DR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-139354 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,11279 TAYLOR DRAPER LN BLDG H UNIT 351,Austin,N/A,N/A,N/A,5127452555,0,N/A,10
2025-136994 MP,2025-11-11,N/A,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5bath] with Habitable Attic Attached Garage,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5bath] with Habitable Attic Attached Garage,2309 TOWER DR,Austin,N/A,N/A,N/A,5126374237,0,N/A,10
2025-143000 BP,2025-11-11,N/A,Change of Use - Paint walls install new floor (no existing floor therefore no floor removal needed.),Change of Use - Paint walls install new floor (no existing floor therefore no floor removal needed.),1200 W HOWARD LN BLDG 1 UNIT N,Austin,N/A,N/A,N/A,5128979963,0,N/A,7
2025-079933 BP,2025-11-11,N/A,"ePlan: Residential Expedited Review - New construction of a THREE UNIT RES.
Bldg 3 New construction of a 3-Story Single Family Res. [3bed 3bath] with attached Garage","ePlan: Residential Expedited Review - New construction of a THREE UNIT RES.
Bldg 3 New construction of a 3-Story Single Family Res. [3bed 3bath] with attached Garage",5505 WILLIAM HOLLAND AVE BLDG 3,Austin,N/A,N/A,N/A,2102376328,0,N/A,7
2025-141014 BP,2025-11-11,N/A,EXPRESS: Replace tub to shower 1-piece refabricated acrylic no electrical work needed replace valve with new shower valve only working in wet space.,EXPRESS: Replace tub to shower 1-piece refabricated acrylic no electrical work needed replace valve with new shower valve only working in wet space.,2406 RIDDLE RD,Austin,N/A,N/A,N/A,4697035430,0,N/A,5
2025-142526 EP,2025-11-11,N/A,"Install 26kW Generator Package.
(Includes Load Shed Module and GENPad)

GENTX_200A Transfer Switch.

Generator Installation Package.","Install 26kW Generator Package.
(Includes Load Shed Module and GENPad)

GENTX_200A Transfer Switch.

Generator Installation Package.",6503 WALEBRIDGE LN,Austin,N/A,N/A,N/A,5127786240,0,N/A,8
2025-144418 BP,2025-11-11,N/A,"Replacing 16 total windows like for like and 1 existing patio door like for like. 
Unit A will have 8 windows replaced.  Unit B will have 8 windows replaced and 1 patio door.","Replacing 16 total windows like for like and 1 existing patio door like for like. 
Unit A will have 8 windows replaced.  Unit B will have 8 windows replaced and 1 patio door.",7308 SALT SPRINGS DR,Austin,N/A,N/A,N/A,9365259517,0,N/A,2
2025-142797 EP,2025-11-11,N/A,Full OH Service Upgrade Meter Panel and Riser With Surge and Grounding,Full OH Service Upgrade Meter Panel and Riser With Surge and Grounding,1507 PASADENA DR,Austin,N/A,N/A,N/A,5129437070,0,N/A,7
2025-142301 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 1.5 Ton Vertical Electric System,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 1.5 Ton Vertical Electric System,3903 CRESTHILL DR,Austin,N/A,N/A,N/A,5129299393,0,N/A,10
2025-043957 MP,2025-11-11,N/A,Addition of bedroom with full bath and laundry existing SFR near the CRZ of a 21.5-in live oak,Addition of bedroom with full bath and laundry existing SFR near the CRZ of a 21.5-in live oak,6803 TERRA OAK CIR,Austin,N/A,N/A,N/A,5128213163,2424.0,N/A,8
2025-122090 MP,2025-11-11,N/A,Connecy mobile home and add a deck 4x4,Connecy mobile home and add a deck 4x4,2 PALMA CIR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-135384 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12440 ALAMEDA TRACE CIR BLDG 18 UNIT 1834,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-014492 PP,2025-11-11,N/A,Retro permitting garage conversion  255 sf into a master bedroom with bathroom,Retro permitting garage conversion  255 sf into a master bedroom with bathroom,6209 THURGOOD AVE,Austin,N/A,N/A,N/A,5127771599,1288.0,N/A,3
2025-143183 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,2603 LINDSEY CV,Austin,N/A,N/A,N/A,5122800011,0,N/A,5
2025-142452 PP,2025-11-11,N/A,INTERIOR REMODEL KITCHEN AND BATH HVAC ELEC PLUMB PERMITS RQD,INTERIOR REMODEL KITCHEN AND BATH HVAC ELEC PLUMB PERMITS RQD,98 SAN JACINTO BLVD UNIT FSR1007,Austin,N/A,N/A,N/A,5122935516,0,N/A,9
2025-142005 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work without duct work,Replacement of complete existing central heat and air system with or without duct work without duct work,915 W VILLAGE LN,Austin,N/A,N/A,N/A,5128408112,0,N/A,4
2025-135367 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,701 W LONGSPUR BLVD UNIT 2105,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-143805 PP,2025-11-11,N/A,Express - tub to shower replacement in the same footprint without moving plumbing,Express - tub to shower replacement in the same footprint without moving plumbing,5203 GOLDEN CANARY LN,Austin,N/A,N/A,N/A,5128367200,0,N/A,1
2025-140714 BP,2025-11-11,N/A,New 2-story single family residence with habitable attic 7 bed/4.5 bath attached garage carport covered front rear porch driveway and sidewalk,New 2-story single family residence with habitable attic 7 bed/4.5 bath attached garage carport covered front rear porch driveway and sidewalk,2020 RUNDELL PL,Austin,N/A,N/A,N/A,5125892167,0,N/A,5
2025-144368 PP,2025-11-11,N/A,irrigation for lawn,irrigation for lawn,1201 AZIE MORTON RD BLDG 2,Austin,N/A,N/A,N/A,N/A,0,N/A,5
2025-139164 PP,2025-11-11,N/A,Interior renovations for small outdoor bar. Site exemption change of use approved included in submittal,Interior renovations for small outdoor bar. Site exemption change of use approved included in submittal,1004 W 11TH ST,Austin,N/A,N/A,N/A,5128445704,0,N/A,9
2025-030009 EP,2025-11-11,N/A,"THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase 3A]","THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase 3A]",1201 W 38TH ST,Austin,N/A,N/A,N/A,5122431450,0,N/A,10
2025-141525 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,7000 CONVICT HILL RD UNIT 6207,Austin,N/A,N/A,N/A,5127452555,0,N/A,8
2025-141522 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,9500 DESSAU RD UNIT 722,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-144516 BP,2025-11-11,N/A,New inground swimming pool and spa w/ reqd enclosure device for existing 2-story single family residence.,New inground swimming pool and spa w/ reqd enclosure device for existing 2-story single family residence.,5732 JANABYRD LN,Austin,N/A,N/A,N/A,8303608543,0,N/A,8
2025-143685 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3.5 ton horizontal gas system,Replacement of complete existing central heat and air system with or without duct work LIKE FOR LIKE: 3.5 ton horizontal gas system,5341 SENDERO HILLS PKWY,Austin,N/A,N/A,N/A,5129299393,0,N/A,1
2025-142447 EP,2025-11-11,N/A,INTERIOR REMODEL KITCHEN AND BATH HVAC ELEC PLUMB PERMITS RQD,INTERIOR REMODEL KITCHEN AND BATH HVAC ELEC PLUMB PERMITS RQD,98 SAN JACINTO BLVD UNIT FSR1007,Austin,N/A,N/A,N/A,8324166108,0,N/A,9
2025-144005 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,1516 VILLANOVA DR,Austin,N/A,N/A,N/A,5126603094,0,N/A,4
2025-030010 EP,2025-11-11,N/A,"THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase 3B]","THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1

[Phase 3B]",1201 W 38TH ST,Austin,N/A,N/A,N/A,5122431450,0,N/A,10
2025-137909 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,6307 BLUFF SPRINGS RD UNIT 225,Austin,N/A,N/A,N/A,5127452555,0,N/A,2
2025-030011 EP,2025-11-11,N/A,THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1,THIS PROJECT CONSISTS OF RENOVATION ON THE GROUND FLOOR OF THE EXISTING ASCENSION SETON MAIN CAMPUS HOSPITAL TO EXPAND AND MODERNIZE THE EXISTING STERILE PROCESSING DEPARTMENT. ALTERATIONS WILL ALSO EXTEND INTO AREAS AND FLOORS BEYOND THIS DEPARTMENT TO ACCOMMODATE UPDATED MECHANICAL AND EXHAUST SYSTEMS. FLOOR 1,1201 W 38TH ST,Austin,N/A,N/A,N/A,5122431450,0,N/A,10
2025-135363 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12445 ALAMEDA TRACE CIR UNIT 112,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
2025-137916 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,2500 E 22ND ST UNIT 101,Austin,N/A,N/A,N/A,5127452555,0,N/A,1
2025-137920 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,1930 W RUNDBERG LN UNIT 837,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-135381 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,9200 NORTH PLZ UNIT 101,Austin,N/A,N/A,N/A,5127452555,0,N/A,4
2025-143378 BP,2025-11-11,N/A,Cooler addition,Cooler addition,9300 S IH 35 SVRD SB BLDG F,Austin,N/A,N/A,N/A,8303874860,0,N/A,5
2025-118304 MP,2025-11-11,N/A,Mobile Home installed with skirting and deck (2-4x4),Mobile Home installed with skirting and deck (2-4x4),21 YUCCA DR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-055615 MP,2025-11-11,N/A,Bldg #3: New 2-story dwelling unit 1 bath casita studio storage with attached wood deck and screened in porch,Bldg #3: New 2-story dwelling unit 1 bath casita studio storage with attached wood deck and screened in porch,3616 PENNSYLVANIA AVE BLDG 3,Austin,N/A,N/A,N/A,5127894151,0,N/A,1
2025-128880 MP,2025-11-11,N/A,Interior remodel to existing building & Change of Use from Administrative Office to Automotive Rentals.,Interior remodel to existing building & Change of Use from Administrative Office to Automotive Rentals.,1307 W WELLS BRANCH PKWY,Austin,N/A,N/A,N/A,5128342005,0,N/A,7
2025-081970 MP,2025-11-11,N/A,Replacement of any self-contained packaged units Replacement of a 5-Ton Carrier RTU,Replacement of any self-contained packaged units Replacement of a 5-Ton Carrier RTU,2101 E ST ELMO RD BLDG 3 UNIT 330,Austin,N/A,N/A,N/A,5128361690,0,N/A,2
2025-142690 PP,2025-11-11,N/A,We are installing a small gas line underground for new generator approximately 6 feet,We are installing a small gas line underground for new generator approximately 6 feet,4004 AVENUE G,Austin,N/A,N/A,N/A,5125319851,0,N/A,9
2025-139955 BP,2025-11-11,N/A,New construction of 1 story SFR with 2 bathrooms and 3 bedrooms,New construction of 1 story SFR with 2 bathrooms and 3 bedrooms,4603 BUCKS RUN,Austin,N/A,N/A,N/A,956587100,0,N/A,2
2025-141540 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,8700 BRODIE LN BLDG 5 UNIT 536,Austin,N/A,N/A,N/A,5127452555,0,N/A,8
2025-137903 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,7117 WOOD HOLLOW DR UNIT 1822,Austin,N/A,N/A,N/A,5127452555,0,N/A,10
2025-118337 MP,2025-11-11,N/A,Mobile Home install with skirting and decks (2-4x4),Mobile Home install with skirting and decks (2-4x4),16 ROYAL PALMS DR,Austin,N/A,N/A,N/A,2105990100,0,N/A,2
2025-121180 PP,2025-11-11,N/A,INTERIOR REMODEL & CHANGE OF USE ADMIN OFFICE TO PERSONAL IMPROVEMENT SERVICES,INTERIOR REMODEL & CHANGE OF USE ADMIN OFFICE TO PERSONAL IMPROVEMENT SERVICES,2330 S LAMAR BLVD UNIT 107,Austin,N/A,N/A,N/A,5127713402,0,N/A,5
2025-144012 PP,2025-11-11,N/A,We are installing a 4 station irrigation system.,We are installing a 4 station irrigation system.,5008 PLACID PL,Austin,N/A,N/A,N/A,N/A,0,N/A,7
2025-137900 MP,2025-11-11,N/A,Replacement of complete existing central heat and air system with or without duct work,Replacement of complete existing central heat and air system with or without duct work,12440 ALAMEDA TRACE CIR BLDG 11 UNIT 1116,Austin,N/A,N/A,N/A,5127452555,0,N/A,6
